8904187892910;BIOS-VITA;FENITOINA 250MG/5ML AMP I.V (BIOS-VITA) FV. 02/2027;34;84.5185
7598455000308;BIOGLASS;FITOMENADIONA 10MG/1ML (BIOVIT K) AMP I.V/I.M (BIOGLASS) FV. 12/2026;1058;43.2575
7598252000808;DISTRILAB;FITOMENADIONA 10MG/1ML (VITAMINA K) AMP I.M (DISTRILAB) FV. 12/2025;3;46.5850
7598431000148;VINCENTI;FITOMENADIONA 10MG/ML (EMOCA) AMP I.M (VINCENTI) FV. 12/2025;10;74.5360
7598127001916;BLUE MEDICAL;FLUCONAZOL 200MG/100ML AMP I.V (BLUE MEDICAL) FV.09/2026;11;80.5255
7597285000366;IPS;FLUCONAZOL 200MG/100ML AMP I.V (IPS) FV. 03/2027;200;93.1700
6942189211355;KMPLUS;FLUCONAZOL 200MG/100ML AMP I.V (KMPLUS) F.V 09/2026;18;132.4345
7599895000149;AXA PARENTERALS;FLUMAZENIL 0.5MG/5ML (AXAMAZE) AMP I.V (AXA PARENTERALS) FV. 01/2026;5;332.7500
AMP00765;MIFAR;FLUMAZENIL 0.5MG/5ML AMP I.V (KWALITY) (MIFAR) FV. 02/2026;15;258.2140
7591243804409;BIOTECH;FOSFATO DE BETAMESONA 4MG/ML + ACETATO DE BETAMESONA 3MG/ML (BETAGEN SOLSPEN) AMP I.M (BIOTECH) FV. 06/2026;1223;380.6660
7598455000315;BIOGLASS;FUROSEMIDA 20MG/2ML (BIOSEMID) AMP I.V/I.M (BIOGLASS) F.V 04/2027;1077;18.6340
8904187832251;CR MEDICARE;FUROSEMIDA 20MG/2ML (FUROMED) AMP I.V/I.M (MEDICARE) FV. 07/2027;703;22.6270
8906112611344;ADN DESCUENTO;FUROSEMIDA 20MG/2ML (FUROPRA) AMP I.V/I.M  (ADN) FV. 04/2027;203;18.3345
7598252000822;DISTRILAB;FUROSEMIDA 20MG/2ML AMP I.V/I.M (DISTRILAB) FV. 12/2025;40;39.2645
736372827241;GLOBAL MEDIC;FUROSEMIDA 20MG/2ML AMP I.V/I.M (GLOBAL MEDIC) F.V 05/2026;35;23.2925
6921875010120;KMPLUS;FUROSEMIDA 20MG/2ML AMP I.V/I.M (KMPLUS) F.V 04/2026;1318;19.2995
7598455000100;BIOGLASS;GENTAMICINA 160MG/2ML (GENTAGLASS) AMP I.V/I.M (BIOGLASS) F.V 01/2027;148;56.5675
7598127001978;BLUE MEDICAL;GENTAMICINA 160MG/2ML AMP I.V/I.M (BLUE MEDICAL) FV. 09/2026;186;33.2750
7598981003453;JMW;GENTAMICINA 160MG/2ML AMP I.V/I.M (JMW) FV. 03/2027;419;31.9440
6921875011417;KMPLUS;GENTAMICINA 160MG/2ML AMP I.V/I.M (KMPLUS) FV. 04/2026;1449;31.9440
605832705910;NY PHARMA;GENTAMICINA 160MG/2ML AMP I.V/I.M (NY PHARMA) F.V 04/2027;540;29.2820
7598455000353;BIOGLASS;GENTAMICINA 80MG/2ML (GENTAGLASS) AMP IV/I.M (BIOGLASS) F.V 09/2025;280;21.2960
